排名,英文姓名,中文姓名,财富（十亿美元）,行业,国籍,x,y
1425,Huang Yi,黄毅,1.6,汽车专卖店,中国香港,114.11,22.4
1425,Rodolfo Villela Marino,拉多夫·维埃拉·马里亚诺,1.6,银行业,巴西,-51.93,-14.24
1425,Douglas Hsu,徐旭东,1.6,多元化经营,中国台湾,120.96,23.7
1425,Gretel Packer,格蕾泰尔·派克,1.6,博彩,澳大利亚,133.78,25.27
1425,Shi Wen-long,许文龙,1.6,塑料,中国台湾,120.96,23.7
1425,Eduardo Eurnekian,爱德华多·尤尼金,1.6,"机场,投资",阿根廷,-63.62,-38.42
1425,Michael Ashcroft,迈克尔·阿什克罗夫特,1.6,安全,英国,-3.44,55.38
1425,Marcos Galperin,马科斯·盖尔珀林,1.6,电商,阿根廷,-63.62,-38.42
1425,Alan Howard,艾伦·霍华德,1.6,对冲基金,英国,-3.44,55.38
1425,Gregorio Perez Companc,格莱戈里奥·佩雷斯·康帕尼克,1.6,油气,阿根廷,-63.62,-38.42
1425,David McMurtry,大卫·麦克默特里,1.6,制造,英国,-3.44,55.38
1425,Isak Andic,伊萨克·安迪可,1.6,时尚,西班牙,-3.75,40.46
1425,Turgay Ciner,图尔加伊·辛内,1.6,多元化经营,土耳其,35.24,38.96
1425,Sol Daurella,索尔·道尔莱拉,1.6,Coca-Cola,西班牙,-3.75,40.46
1425,Bulent Eczacibasi,布伦特·艾克扎西巴西,1.6,"制药,多元化经营",土耳其,35.24,38.96
1425,Manuel Lao Hernandez,曼努埃尔·拉奥·赫尔南德斯,1.6,博彩,西班牙,-3.75,40.46
1425,Bill Alfond,比尔·阿方德,1.6,鞋业,美国,45.04,40.07
1425,Hamdi Ulukaya,哈麦迪·乌鲁卡亚,1.6,酸奶,土耳其,35.24,38.96
1425,Susan Alfond,苏珊·阿方德,1.6,鞋业,美国,45.04,40.07
1425,Prayudh Mahagitsiri,普拉域德·玛哈基司尼,1.6,"咖啡,航运",泰国,100.99,15.87
1425,Ted Alfond,特德·阿方德,1.6,鞋业,美国,45.04,40.07
1425,Miriam Baumann-Blocher,米莉亚姆·鲍曼·布劳赫,1.6,化工,瑞士,8.23,46.82
1425,Nicolas Berggruen,尼古拉斯·伯格鲁恩,1.6,投资,美国,45.04,40.07
1425,Carl Douglas,卡尔·道格拉斯,1.6,投资,瑞典,18.64,60.13
1425,O. Francis Biondi,O.弗朗西斯·比昂迪,1.6,对冲基金,美国,45.04,40.07
1425,Eric Douglas,埃里克·道格拉斯,1.6,投资,瑞典,18.64,60.13
1425,Peter Buck,彼得·巴克,1.6,赛百味,美国,45.04,40.07
1425,Erik Paulsson,埃里克·保罗森,1.6,"建筑施工,房地产",瑞典,18.64,60.13
1425,Christopher Goldsbury,克里斯多夫·高尔德斯伯里,1.6,Salsa,美国,45.04,40.07
1425,Markus Persson,马库斯·泊松,1.6,计算机游戏,瑞典,18.64,60.13
1425,Ryan Graves,赖安·格雷夫斯,1.6,优步,美国,45.04,40.07
1425,Ivan Chrenko,伊万·切联科,1.6,房地产,斯洛伐克,19.7,48.67
1425,Brian Higgins,布莱恩·希金斯,1.6,对冲基金,美国,45.04,40.07
1425,Lee Myung-Hee,李明熙,1.6,零售,韩国,127.98,37.66
1425,George Joseph,乔治·约瑟夫,1.6,保险,美国,45.04,40.07
1425,Zhong Sheng Jian,钟声坚,1.6,房地产,新加坡,103.82,1.35
1425,Charles Munger,查尔斯·芒格,1.6,伯克希尔哈撒韦,美国,45.04,40.07
1425,Vasily Anisimov,谢尔盖·戈尔德夫,1.6,房地产,俄罗斯,105.32,61.52
1425,Craig Newmark,克雷格·纽马克,1.6,Craigslist,美国,45.04,40.07
1425,Vladimir Bogdanov,亚历山大·基里亚钦,1.6,石油,俄罗斯,105.32,61.52
1425,Nelson Peltz,纳尔逊·佩尔茨,1.6,投资,美国,45.04,40.07
1425,Yuri Shefler,瓦西里·阿尼西莫夫,1.6,酒精,俄罗斯,105.32,61.52
1425,Jerry Reinsdorf,杰瑞·劳恩斯多夫,1.6,体育团队,美国,45.04,40.07
1425,Roman Trotsenko,弗拉基米尔·波格丹诺夫,1.6,"交通运输,工程,房地产",俄罗斯,105.32,61.52
1425,Sheryl Sandberg,雪莉·桑德伯格,1.6,Facebook,美国,45.04,40.07
1425,Vito Rodriguez Rodriguez,维托·罗德里格斯·罗德里格斯,1.6,加工牛奶,秘鲁,-75.02,-9.19
1425,Ben Silbermann,本·西尔伯曼,1.6,Pinterest,美国,45.04,40.07
1425,Faisal Bin Qassim Al Thani,费萨尔·本·卡西姆·阿勒萨尼,1.6,"酒店,多元化经营",卡塔尔,51.18,25.35
1425,Thomas Steyer,托马斯·斯泰尔,1.6,对冲基金,美国,45.04,40.07
1425,Abdulsamad Rabiu,阿布杜萨玛德·拉比乌,1.6,"水泥,",尼日利亚,8.68,9.08
1425,Jim Thompson,吉姆·汤普森,1.6,物流,美国,45.04,40.07
1425,Eiichi Kuriwada,栗和田荣一（音译）,1.6,快递,日本,138.25,36.2
1425,Evan Williams,埃文·威廉姆斯,1.6,Twitter,美国,45.04,40.07
1425,Brunello Cucinelli,布鲁诺·库奇利及家族,1.6,时尚,意大利,12.57,41.87
1425,Cen Junda,岑均达,1.6,制药,中国内地,104.2,35.86
1425,Massimo Moratti,马西莫·莫拉蒂,1.6,石油炼油,意大利,12.57,41.87
1425,Chen Liying,陈立英,1.6,快递,中国内地,104.2,35.86
1425,Mario Moretti Polegato,马里奥·莫雷蒂·珀莱加托及家族,1.6,鞋业,意大利,12.57,41.87
1425,Chen Xueli,陈学利,1.6,制药,中国内地,104.2,35.86
1425,Alexander Tedja,亚历山大·特迪加,1.6,房地产,印尼,113.92,-0.79
1425,Du Shuanghua,杜双华,1.6,钢铁,中国内地,104.2,35.86
1425,Sanjiv Goenka,桑吉夫·戈恩卡,1.6,多元化经营,印度,78.96,20.59
1425,Huang Wei,黄伟,1.6,房地产,中国内地,104.2,35.86
1425,Devendra Jain,德文德拉·贾殷,1.6,化工,印度,78.96,20.59
1425,Jia Tianjiang,贾天将,1.6,有色金属,中国内地,104.2,35.86
1425,Anand Mahindra,阿南德·马欣德拉,1.6,汽车,印度,78.96,20.59
1425,Lin Jianhua,林建华,1.6,太阳能板元件,中国内地,104.2,35.86
1511,Lam Kong,林刚,1.5,制药,中国内地,104.2,35.86
1511,Robert Mouawad & family,罗伯特·穆阿瓦德及家族,1.5,高级首饰,黎巴嫩,35.86,33.85
1511,Pei Zhenhua,裴振华,1.5,电池,中国内地,104.2,35.86
1511,Marius Nacht,马里乌斯·纳赫特,1.5,软件,以色列,34.85,31.05
1511,Qiu Jianping,仇建平,1.5,手动工具,中国内地,104.2,35.86
1511,Luigi Cremonini,路奇·克雷莫尼尼及家族,1.5,肉类加工,意大利,12.57,41.87
1511,Ruan Shuilong,阮水龙,1.5,化工,中国内地,104.2,35.86
1511,K. Dinesh,K. 迪内希,1.5,软件服务,印度,78.96,20.59
1511,Shi Yuzhu,史玉柱,1.5,"在线游戏,投资",中国内地,104.2,35.86
1511,Anurang Jain,阿努郎·贾殷,1.5,汽车零部件,印度,78.96,20.59
1511,Tian Ming,田明,1.5,测量仪器,中国内地,104.2,35.86
1511,Josef Boquoi,约瑟夫·博库瓦,1.5,冷冻食品,德国,10.45,51.17
1511,Jihan Wu,吴忌寒,1.5,加密货币矿机芯片,中国内地,104.2,35.86
1511,Bernd Freier,贝恩德·弗赖尔,1.5,时尚零售,德国,10.45,51.17
1511,Wu Guanjiang,吴冠江,1.5,制药,中国内地,104.2,35.86
1511,Rolf Gerling,罗尔夫·格宁,1.5,保险,德国,10.45,51.17
1511,Xiao Yongming,肖永明,1.5,化肥,中国内地,104.2,35.86
1511,Gudrun Heine,古德伦·海涅,1.5,医疗设备,德国,10.45,51.17
1511,Xie Zhikun,解直锟,1.5,投资,中国内地,104.2,35.86
1511,Nicola Leibinger-Kammueller,尼古拉·勒宾格·凯姆勒,1.5,制造,德国,10.45,51.17
1511,Zhang Tao,张涛,1.5,电商,中国内地,104.2,35.86
1511,Sybill Storz,西比尔·史托斯,1.5,医疗设备,德国,10.45,51.17
1511,Zhang Daocai,张道才,1.5,阀门,中国内地,104.2,35.86
1511,Mohamed Al Fayed,穆罕默德·法耶德,$1.50 ,"零售,投资",埃及,30.8,26.82
1511,Zhou Jian,周剑,1.5,机器人,中国内地,104.2,35.86
1511,Yasseen Mansour,亚辛·曼苏尔,$1.50 ,多元化经营,埃及,30.8,26.82
1511,Hoi Kin Hong,许健康,1.5,房地产,中国澳门,113.54,22.2
1511,Antti Aarnio-Wihuri,安提·阿尼奥-惠利,1.5,多元化经营,芬兰,25.75,61.92
1511,Neil Shen,沈南鹏,1.5,创投,中国香港,114.11,22.4
1511,N.Murray Edwards,默里·爱德华兹,1.5,石油,加拿大,-106.35,56.13
1511,Yu Peidi,俞培俤,1.5,房地产,中国香港,114.11,22.4
1511,Lia Maria Aguiar,利亚·玛丽亚·阿吉亚尔,1.5,银行业,巴西,-51.93,-14.24
1511,Alex Beard,亚历克斯·比尔德,1.5,"矿业,大宗商品",英国,-3.44,55.38
1511,Daniel Feffer,丹尼尔·菲佛,1.5,纸浆&纸业,巴西,-51.93,-14.24
1511,Saket Burman,萨吉特·博缅,1.5,消费品,英国,-3.44,55.38
1511,David Feffer,大卫·菲佛,1.5,纸浆&纸业,巴西,-51.93,-14.24
1511,Louis Bacon,路易斯·贝肯,1.5,对冲基金,美国,45.04,40.07
1511,David Harding,大卫·哈丁,1.5,金融,英国,-3.44,55.38
1511,Ruben Feffer,鲁宾·菲佛,1.5,纸浆&纸业,巴西,-51.93,-14.24
1511,Ron Burkle,罗恩·伯克尔,1.5,"超市,投资",美国,45.04,40.07
1511,Anthony Langley,安东尼·兰利,1.5,制造,英国,-3.44,55.38
1511,Lirio Parisotto,利里奥·帕里索托,1.5,投资,巴西,-51.93,-14.24
1511,Yvon Chouinard,伊冯·乔伊纳德,1.5,Patagonia,美国,45.04,40.07
1511,Bernard Lewis,伯纳德·里维斯,1.5,时尚零售,英国,-3.44,55.38
1511,Jose Isaac Peres,胡塞·艾萨克·皮耶斯,1.5,购物中心,巴西,-51.93,-14.24
1511,Stephen Feinberg,斯蒂芬·范伯格,1.5,私募股权,美国,45.04,40.07
1511,John Whittaker,约翰·惠特克,1.5,房地产,英国,-3.44,55.38
1511,Luis Enrique Yarur Rey,路易斯·恩里克·亚鲁尔·雷伊,1.5,银行业,智利,-71.54,-35.68
1511,Kathy Fields,凯西·菲尔茨,1.5,皮肤护理,美国,45.04,40.07
1511,Ian Wood,伊恩·伍德,1.5,能源服务,英国,-3.44,55.38
1511,Chad Richison,查德·里奇森,1.5,工资处理,美国,45.04,40.07
1511,Bill Gross,比尔·格罗斯,1.5,投资,美国,45.04,40.07
1511,Faruk Eczacibasi,法鲁克·艾克扎西巴西,1.5,"制药,多元化经营",土耳其,35.24,38.96
1511,Alberto Cortina,阿尔贝托·科尔蒂纳,1.5,投资,西班牙,-3.75,40.46
1511,Timothy Headington,蒂莫西·黑丁顿,1.5,"油气,投资",美国,45.04,40.07
1511,Kostyantin Zhevago,科斯特扬丁·萨维果,1.5,矿业,乌克兰,31.17,48.38
1511,D.Leopoldo Del Pinoy Calvo-Sotelo,D.雷尔泊多·德皮诺·卡尔沃-索特洛,1.5,建筑施工,西班牙,-3.75,40.46
1511,Hamilton James,汉密尔顿·詹姆斯,1.5,投资,美国,45.04,40.07
1511,Peter Grogg,彼得·葛洛格,1.5,BIO化工,瑞士,8.23,46.82
1511,Maria Del Pinoy Calvo-Sotelo,玛丽亚·德皮诺·卡尔沃-索特洛,1.5,建筑施工,西班牙,-3.75,40.46
1511,Jim Justice II,吉姆·贾斯提斯二世,1.5,煤炭,美国,45.04,40.07
1511,Matthias Reinhart,马提亚斯·莱因哈特,1.5,金融,瑞士,8.23,46.82
1511,Seth Klarman,赛斯·卡拉曼,1.5,投资,美国,45.04,40.07
1511,Chang Pyung-Soon,张平顺,1.5,教育服务,韩国,127.98,37.66
1511,Jeffrey Lorberbaum,杰弗里·洛博鲍姆,1.5,地板产品,美国,45.04,40.07
1511,Lee Ho-Jin,李豪镇,1.5,多元化经营,韩国,127.98,37.66
1511,Daniel Lubetzky,丹尼尔·柳别斯基,1.5,Kind Healthy Snacks,美国,45.04,40.07
1511,Lee Jay-Hyun,李在贤,1.5,"食品,娱乐",韩国,127.98,37.66
1511,Billy Joe (Red) McCombs,比利·乔·麦库姆斯,1.5,多元化经营,美国,45.04,40.07
1511,Chua Thian Poh,蔡天宝,1.5,房地产,新加坡,103.82,1.35
1511,Jim McKelvey,吉姆·麦克凯尔维,1.5,移动支付,美国,45.04,40.07
1511,Oei Hong Leong,黄鸿年,1.5,投资,新加坡,103.82,1.35
1511,Roger Penske,罗杰·彭斯克,1.5,汽车,美国,45.04,40.07
1511,Roman Avdeev,尤里·谢夫勒,1.5,"银行业,开发",俄罗斯,105.32,61.52
1511,Forrest Preston,福利斯特·普勒斯顿,1.5,医疗,美国,45.04,40.07
1511,Andrei Bokarev,罗曼·特洛森科,1.5,"金属,矿业",俄罗斯,105.32,61.52
1511,Katie Rodan,凯蒂·罗丹,1.5,皮肤护理,美国,45.04,40.07
1511,Ivan Savvidis,伊万·萨维迪斯,1.5,农产业,俄罗斯,105.32,61.52
1511,Martin Selig,马丁·塞利格,1.5,房地产,美国,45.04,40.07
1511,Leonid Simanovsky,安德烈·博卡列夫,1.5,投资,俄罗斯,105.32,61.52
1511,Evgeny (Eugene) Shvidler,叶夫根尼·什维德勒,1.5,"油气,投资",美国,45.04,40.07
1511,Vladimir Yevtushenkov,弗拉基米尔·叶夫图申科夫,1.5,"电信,投资",俄罗斯,105.32,61.52
1511,Kenneth Tuchman,肯尼思·塔奇曼,1.5,外包,美国,45.04,40.07
1511,Gavril Yushvaev,列昂尼德·西马诺夫斯基,1.5,"贵金属,房地产",俄罗斯,105.32,61.52
1511,Stephen Winn,史蒂芬·韦恩,1.5,房地产服务,美国,45.04,40.07
1511,Ana Maria Brescia Cafferata,安娜·玛丽亚·布雷西亚·卡费拉塔,1.5,"矿业,银行业",秘鲁,-75.02,-9.19
1511,Cheung Yan,张茵,1.5,纸业,中国内地,104.2,35.86
1511,Jerzy Starak,泽西·斯塔拉克,1.5,制药,波兰,19.15,51.92
1511,Cui Genliang,崔根良,1.5,电气元件,中国内地,104.2,35.86
1511,Fernando Chico Pardo,费尔南多·契科·帕多,1.5,机场管理,墨西哥,-102.55,23.63
1511,Du Weimin,杜伟民,1.5,疫苗,中国内地,104.2,35.86
1511,Ezra Nahmad,以斯拉·纳哈迈德,1.5,艺术,摩纳哥,7.42,43.74
1511,Fu Kwan,傅军,1.5,"房地产,多元化经营",中国内地,104.2,35.86
1511,Satoshi Suzuki,铃木乡史,1.5,化妆品,日本,138.25,36.2
1605,Peter Sperling,彼得·斯伯林,1.4,教育,美国,45.04,40.07
1605,Tom Persson,汤姆·佩尔森,1.4,H&M,瑞典,18.64,60.13
1605,Paulo Setubal Neto,保罗·萨图巴尔·涅托,1.4,银行业,巴西,-51.93,-14.24
1605,Kevin Systrom,凯文·斯特罗姆,1.4,Instagram,美国,45.04,40.07
1605,Thomas Sandell,托马斯·桑德尔,1.4,对冲基金,瑞典,18.64,60.13
1605,Nigel Austin,尼杰尔·奥斯丁,1.4,零售,澳大利亚,133.78,25.27
1605,Jonathan Tisch,乔纳森·蒂施,1.4,"保险,纽约巨人队",美国,45.04,40.07
1605,Charlotte Soderstrom,夏洛特·索德斯特罗姆,1.4,H&M,瑞典,18.64,60.13
1605,Brett Blundy,布莱特·布朗迪,1.4,"零售,农产业,",澳大利亚,133.78,25.27
1605,Wilma Tisch,威尔玛·蒂施,1.4,多元化经营,美国,45.04,40.07
1605,Hur Young-In,许英寅,1.4,"面包店,快餐",韩国,127.98,37.66
1605,Bob Ell,鲍勃·艾尔,1.4,房地产,澳大利亚,133.78,25.27
1605,Kenny Troutt,肯尼·特罗特,1.4,电信,美国,45.04,40.07
1605,Ron Sim,沈财福,1.4,零售,新加坡,103.82,1.35
1605,Gerry Harvey,盖瑞·哈维,1.4,零售,澳大利亚,133.78,25.27
1605,Chris Wanstrath,克里斯·万斯特拉斯,1.4,协作软件,美国,45.04,40.07
1605,Zhao Tao,赵涛,1.4,制药,新加坡,103.82,1.35
1605,Solomon Lew,所罗门·卢,1.4,零售,澳大利亚,133.78,25.27
1605,Charlotte Colket Weber,夏洛特·科尔克特·韦伯,1.4,金宝汤,美国,45.04,40.07
1605,Eduardo Cojuangco,小爱德华多·许寰哥,1.4,"食品,饮料",菲律宾,121.77,12.88
1605,John Van Lieshout,约翰·凡·利斯豪特,1.4,房地产,澳大利亚,133.78,25.27
1605,Dan Wilks,丹·威尔克斯,1.4,天然气,美国,45.04,40.07
1605,Robert Coyiuto Jr.,小罗伯特· 柯依尤托,1.4,电力,菲律宾,121.77,12.88
1605,Luc Tack,卢克·塔克,1.4,"纺织,化工",比利时,4.47,50.5
1605,Farris Wilks,法里斯·威尔克斯,1.4,天然气,美国,45.04,40.07
1605,Farkhad Akhmedov,弗拉基米尔·叶夫图申科夫,1.4,投资,俄罗斯,105.32,61.52
1605,Alberto Alcocer,阿尔贝托·阿尔科塞尔,1.4,投资,西班牙,-3.75,40.46
1605,Dou Zhenggang,钭正刚,1.4,"能源,化工",中国内地,104.2,35.86
1605,Pyotr Kondrashev,加夫里尔·乌希瓦厄夫,1.4,投资,俄罗斯,105.32,61.52
1605,Gabriel Escarrer,加布里埃尔·艾斯卡尔,1.4,酒店,西班牙,-3.75,40.46
1605,Hu Kaijun,胡凯军,1.4,制药,中国内地,104.2,35.86
1605,Anatoly Lomakin,法尔哈德·阿克梅多夫,1.4,投资,俄罗斯,105.32,61.52
1605,Hu Yangzhong,胡扬忠,1.4,技术,中国内地,104.2,35.86
1605,Arkady Volozh,普尤特·孔德拉舍夫,1.4,搜索引擎,俄罗斯,105.32,61.52
1605,Huang Qiaoling,黄巧灵,1.4,主题公园,中国内地,104.2,35.86
1605,Eduardo Belmont Anderson,爱德华多·贝尔蒙·安德森,1.4,化妆品,秘鲁,-75.02,-9.19
1605,Lee Yin Yee,李贤义,1.4,玻璃,中国内地,104.2,35.86
1605,Lesley Bamberger,莱斯利·班贝尔格尔,1.4,房地产,荷兰,5.29,52.13
1605,Lei Jufang,雷菊芳,1.4,制药,中国内地,104.2,35.86
1605,Arnout Schuijff,阿姆特·舒业夫,1.4,支付软件,荷兰,5.29,52.13
1605,Li Xuhui,黎旭晖,1.4,酱油,中国内地,104.2,35.86
1605,Alexandra Andresen,亚历山德拉·安德烈森,1.4,投资,挪威,8.47,60.47
1605,Lou Zhongfu,楼忠福,1.4,房地产,中国内地,104.2,35.86
1605,Katharina Andresen,凯瑟琳娜·安德烈森,1.4,投资,挪威,8.47,60.47
1605,Ma Xiuhui,马秀慧,1.4,LED照明,中国内地,104.2,35.86
1605,Petter Stordalen,彼得·斯托达伦,1.4,酒店,挪威,8.47,60.47
1605,Pan Laican,潘来灿,1.4,酱油,中国内地,104.2,35.86
1605,Kentaro Ogawa,小川贤太郎,1.4,餐厅,日本,138.25,36.2
1605,Shao Qinxiang,邵钦祥,1.4,多元化经营,中国内地,104.2,35.86
1605,Nobutada Saji,佐治信忠,1.4,饮料,日本,138.25,36.2
1605,Tang Yan,唐岩,1.4,社交媒体,中国内地,104.2,35.86
1605,Kutayba Alghanim,库塔伊巴·阿尔加尼姆,1.4,多元化经营,科威特,47.48,29.31
1605,Wan Long,万隆,1.4,食品,中国内地,104.2,35.86
1605,Michael Federmann,迈克尔·费德曼,1.4,"防务,酒店",以色列,34.85,31.05
1605,Zhou Chengjian,周成建,1.4,时尚零售,中国内地,104.2,35.86
1605,Nicola Bulgari,尼古拉·宝格丽,1.4,奢侈品,意大利,12.57,41.87
1605,Henry Cheng,郑家纯,1.4,房地产,中国香港,114.11,22.4
1605,Diego Della Valle,迪亚戈·德拉·瓦莱,1.4,鞋业,意大利,12.57,41.87
1605,Daniel Chiu,邱达强,1.4,油气,中国香港,114.11,22.4
1605,Murdaya Poo,傅志宽,1.4,多元化经营,印尼,113.92,-0.79
1605,Li Ping,李平,1.4,电池,中国香港,114.11,22.4
1605,Donald Sihombing,Donald Sihombing,1.4,建筑施工,印尼,113.92,-0.79
1605,Chao Teng-hsiung,赵藤雄,1.4,房地产,中国台湾,120.96,23.7
1605,Amit Burman,阿米特·博缅,1.4,消费品,印度,78.96,20.59
1605,Edmund Ansin,埃德蒙·安森,1.4,电视,美国,45.04,40.07
1605,Wang Chou-hsiong,王秋雄,1.4,鞋袜,中国台湾,120.96,23.7
1605,Niranjan Hiranandani,耐兰詹·赫然安达尼,1.4,房地产,印度,78.96,20.59
1605,Herb Chambers,赫布·钱伯斯,1.4,汽车专卖店,美国,45.04,40.07
1605,Wei Yin-Heng,魏应行,1.4,"食品,饮料",中国台湾,120.96,23.7
1605,Subhash Runwal,沙巴什·兰瓦尔,1.4,房地产,印度,78.96,20.59
1605,Bharat Desai,巴拉特·德赛,1.4,IT咨询,美国,45.04,40.07
1605,Wei Yin-Chun,魏应充,1.4,"食品,饮料",中国台湾,120.96,23.7
1605,Bhadresh Shah,布哈德里什·沙阿,1.4,工程,印度,78.96,20.59
1605,John Edson,约翰·埃德森,1.4,船只,美国,45.04,40.07
1605,Wei Ying-Chiao,魏应交,1.4,"食品,饮料",中国台湾,120.96,23.7
1605,S.D. Shibulal,S.D.施布拉尔,1.4,软件服务,印度,78.96,20.59
1605,Robert Fisher,罗伯特·费舍尔,1.4,Gap,美国,45.04,40.07
1605,Wei Ing-Chou,魏应州,1.4,"食品,饮料",中国台湾,120.96,23.7
1605,Shamsheer Vayalil,沙姆舍尔·瓦亚利,1.4,医疗,印度,78.96,20.59
1605,William Fisher,威廉·费舍尔,1.4,Gap,美国,45.04,40.07
1605,John Bloor,约翰·布劳尔,1.4,"房地产,制造",英国,-3.44,55.38
1605,Edouard Carmignac,爱德华·卡米尼亚克,1.4,资产管理,法国,2.21,46.23
1605,Martha Ford,玛莎·福特,1.4,福特汽车,美国,45.04,40.07
1605,Kenneth Lo,罗乐风,1.4,纺织品,英国,-3.44,55.38
1605,Norbert Dentressangle,诺博特·丹特桑格,1.4,"交通运输,物流",法国,2.21,46.23
1605,Alan Gerry,艾伦·格里,1.4,有线电视,美国,45.04,40.07
1605,Jasminder Singh,贾斯温德·辛格,1.4,酒店,英国,-3.44,55.38
1605,Ilkka Herlin,伊尔卡·赫林,1.4,"升降机,滚梯",芬兰,25.75,61.92
1605,J. Tomilson Hill,J.汤姆林森·希尔,1.4,投资,美国,45.04,40.07
1605,Mehmet Aydinlar,梅米特·艾丁拉,1.4,医院,土耳其,35.24,38.96
1605,Heikki Kyostila,海基·科斯提亚,1.4,牙科产品,芬兰,25.75,61.92
1605,B. Wayne Hughes Jr.,小韦恩·休斯,1.4,自助储物,美国,45.04,40.07
1605,Yuriy Kosiuk,尤里依·科斯乌克,1.4,农产业,乌克兰,31.17,48.38
1605,Pavel Baudis,帕维尔·鲍蒂斯,1.4,软件,捷克共和国,15.47,49.82
1605,Michael Krasny,迈克尔·克拉斯尼,1.4,零售,美国,45.04,40.07
1605,Victor Pinchuk,维克托·平丘克,1.4,"钢铁管道,多元化经营",乌克兰,31.17,48.38
1605,Pavel Tykac,帕维尔·季卡奇,1.4,煤矿,捷克共和国,15.47,49.82
1605,Philippe Laffont,菲利普·拉方特,1.4,对冲基金,美国,45.04,40.07
1605,Niti Osathanugrah,尼迪·奥萨沙努格拉,1.4,投资,泰国,100.99,15.87
1605,Brandt Louie,雷震瀛,1.4,药店,加拿大,-106.35,56.13
1605,James Leininger,詹姆斯·雷宁格,1.4,医疗产品,美国,45.04,40.07
1605,Beda Diethelm,贝达·迪特黑尔姆,1.4,助听,瑞士,8.23,46.82
1605,Stephen Smith,史蒂芬·史密斯,1.4,"金融,",加拿大,-106.35,56.13
1605,George Marcus,乔治·马库斯,1.4,房地产,美国,45.04,40.07
1605,Gary Fegel,加里·菲戈尔,1.4,"大宗商品,投资",瑞士,8.23,46.82
1605,Peter Szulczewski,彼得·舒尔泽斯基,1.4,电商,加拿大,-106.35,56.13
1605,Gail Miller,盖尔·米勒,1.4,汽车专卖店,美国,45.04,40.07
1605,Willy Michel,韦利·米歇尔,1.4,医疗设备,瑞士,8.23,46.82
1605,Jorge Feffer,约格·菲佛,1.4,纸浆&纸业,巴西,-51.93,-14.24
1605,Fayez Sarofim,法耶兹·沙罗菲,1.4,资金管理,美国,45.04,40.07
1605,Karl-Johan Persson,卡尔-约翰·佩尔森,1.4,H&M,瑞典,18.64,60.13
1605,Liu Ming Chung,刘名中,1.4,纸业,巴西,-51.93,-14.24
1717,Song Wenguang,宋文广,1.3,轮胎,中国内地,104.2,35.86
1717,Sabrina Benetton,塞布琳娜·贝纳通,1.3,"时尚零售,投资",意大利,12.57,41.87
1717,Su Rubo,苏汝波,1.3,房地产,中国内地,104.2,35.86
1717,Manfredi Lefebvre d’Ovidio,曼弗莱迪·拉法布维利·德奥维多,1.3,邮轮,意大利,12.57,41.87
1717,Wang Yaohai,王耀海,1.3,照明,中国内地,104.2,35.86
1717,Eddy Kusnadi Sariaatmadja,艾迪·库斯纳迪·萨里阿特麦迪加,1.3,媒体,印尼,113.92,-0.79
1717,Xu Shugen,许树根,1.3,"建筑施工,矿业机械",中国内地,104.2,35.86
1717,Djoko Susanto,郭桂和,1.3,超市,印尼,113.92,-0.79
1717,Xue Hua,薛华,1.3,农产业,中国内地,104.2,35.86
1717,Sukanto Tanoto,陈江和,1.3,多元化经营,印尼,113.92,-0.79
1717,Yao Kuizhang,姚奎章,1.3,饮料,中国内地,104.2,35.86
1717,John Armitage,约翰·阿米塔奇,1.3,对冲基金,爱尔兰,-8.24,53.41
1717,Yi Zheng,易峥,1.3,软件,中国内地,104.2,35.86
1717,Eugene Murtagh,尤金·默塔,1.3,建材,爱尔兰,-8.24,53.41
1717,Zhang Xuanning,张轩宁,1.3,零售,中国内地,104.2,35.86
1717,Surjit Kumar Gupta,苏吉特·库马尔·古普塔,1.3,电气化设备,印度,78.96,20.59
1717,Zhou Bajin,周八斤,1.3,汽车零部件,中国内地,104.2,35.86
1717,Yusuf Hamied,优素福·哈米尔德,1.3,制药,印度,78.96,20.59
1717,Zhou Yongli,周永利,1.3,多元化经营,中国内地,104.2,35.86
1717,Arvind Poddar,阿温·珀达尔,1.3,轮胎,印度,78.96,20.59
1717,Lo Siu-tong,罗肇唐,1.3,"房地产,酒店",中国香港,114.11,22.4
1717,Hubertus Benteler,胡贝尔图斯·本特勒尔,1.3,汽车零部件,德国,10.45,51.17
1717,Marc Andreessen,马克·安德森,1.3,创投,美国,45.04,40.07
1717,Wong Man Li,黄敏利,1.3,家具,中国香港,114.11,22.4
1717,Bernhard Braun-Luedicke,伯纳德·布劳恩·吕迪克,1.3,医疗技术,德国,10.45,51.17
1717,Brian Armstrong,布莱恩·阿姆斯特朗,1.3,加密货币,美国,45.04,40.07
1717,Albert Yeung,杨受成,1.3,"房地产,零售",中国香港,114.11,22.4
1717,Eva Maria Braun-Luedicke,伊娃·玛利亚·布劳恩·吕迪克,1.3,医疗技术,德国,10.45,51.17
1717,Steve Case,史蒂夫·凯斯,1.3,AOL,美国,45.04,40.07
1717,Archie Hwang,黄民奇,1.3,半导体,中国台湾,120.96,23.7
1717,Friederike Braun-Luedicke,弗雷德里克·布劳恩·吕迪克,1.3,医疗技术,德国,10.45,51.17
1717,Henry Davis,亨利·戴维斯,1.3,牛肉加工,美国,45.04,40.07
1717,K.C. Liu,刘克振,1.3,制造,中国台湾,120.96,23.7
1717,Friedrich Knapp,弗里德里希·克纳普,1.3,时尚零售,德国,10.45,51.17
